segment_id,audience_id,segment_name,primary_interest,secondary_interest,lookalike_segment_flag
SEG_002459,AUD_000984,Core Technology Enthusiasts,Food & Dining,Luxury Goods,False
SEG_002460,AUD_000984,Premium Sports Enthusiasts,Music,DIY Projects,False
SEG_002461,AUD_000984,Niche Home & Garden Enthusiasts,Pets,Celebrity News,True
SEG_002462,AUD_000985,Core Science Enthusiasts,Automotive,Local Events,False
SEG_002463,AUD_000985,Core Health & Wellness Enthusiasts,Education,E-commerce,False
SEG_002464,AUD_000985,Value Sports Enthusiasts,Health & Wellness,Investment,True
SEG_002465,AUD_000985,Value Entertainment Enthusiasts,Science,Luxury Goods,True
SEG_002466,AUD_000986,Emerging Sports Enthusiasts,Gaming,Social Causes,True
SEG_002467,AUD_000986,Value Books Enthusiasts,Gaming,Streaming,True
SEG_002468,AUD_000986,Core Entertainment Enthusiasts,Business,Photography,True
SEG_002469,AUD_000987,Premium Music Enthusiasts,Home & Garden,Social Media,True
SEG_002470,AUD_000987,Premium Politics Enthusiasts,Food & Dining,Budget Shopping,False
SEG_002471,AUD_000987,Core Environment Enthusiasts,Fitness,Local Events,True
SEG_002472,AUD_000988,Premium Fitness Enthusiasts,Environment,Photography,True
SEG_002473,AUD_000988,Niche Finance Enthusiasts,Food & Dining,Photography,True
SEG_002474,AUD_000989,Premium Home & Garden Enthusiasts,Music,Celebrity News,False
SEG_002475,AUD_000990,Niche Finance Enthusiasts,Environment,Streaming,True
SEG_002476,AUD_000991,Emerging Music Enthusiasts,Travel,Photography,False
SEG_002477,AUD_000991,Core Technology Enthusiasts,Gaming,Photography,False
SEG_002478,AUD_000991,Niche Travel Enthusiasts,Entertainment,Eco-Friendly,False
SEG_002479,AUD_000991,Premium Art & Culture Enthusiasts,Books,Local Events,True
SEG_002480,AUD_000992,Niche Environment Enthusiasts,Education,Photography,False
SEG_002481,AUD_000993,Premium Real Estate Enthusiasts,Environment,Eco-Friendly,False
SEG_002482,AUD_000993,Niche Health & Wellness Enthusiasts,Real Estate,Photography,False
SEG_002483,AUD_000993,Niche Fitness Enthusiasts,Gaming,Celebrity News,True
SEG_002484,AUD_000994,Premium Sports Enthusiasts,Fashion & Beauty,Local Events,True
SEG_002485,AUD_000994,Core Entertainment Enthusiasts,Environment,Luxury Goods,True
SEG_002486,AUD_000994,Niche Politics Enthusiasts,Fitness,DIY Projects,True
SEG_002487,AUD_000994,Premium Sports Enthusiasts,Finance,Eco-Friendly,True
SEG_002488,AUD_000995,Core Business Enthusiasts,Music,E-commerce,False
SEG_002489,AUD_000995,Core Technology Enthusiasts,Real Estate,Social Media,True
SEG_002490,AUD_000996,Value Art & Culture Enthusiasts,Fitness,Social Media,True
SEG_002491,AUD_000997,Niche Entertainment Enthusiasts,Sports,E-commerce,False
SEG_002492,AUD_000998,Core Education Enthusiasts,Science,Social Media,False
SEG_002493,AUD_000999,Value Politics Enthusiasts,Health & Wellness,International News,True
SEG_002494,AUD_000999,Premium Business Enthusiasts,Travel,Streaming,False
SEG_002495,AUD_000999,Emerging Health & Wellness Enthusiasts,Fashion & Beauty,Photography,True
SEG_002496,AUD_001000,Premium Sports Enthusiasts,Technology,Celebrity News,True
SEG_002497,AUD_001000,Niche Travel Enthusiasts,Gaming,Luxury Goods,False
SEG_002498,AUD_001001,Core Automotive Enthusiasts,Finance,E-commerce,False
SEG_002499,AUD_001001,Core Fashion & Beauty Enthusiasts,Science,Budget Shopping,True
SEG_002500,AUD_001001,Value Art & Culture Enthusiasts,Pets,E-commerce,False
SEG_002501,AUD_001001,Emerging Finance Enthusiasts,Pets,Mobile Apps,False
SEG_002502,AUD_001002,Emerging Real Estate Enthusiasts,Outdoor Activities,E-commerce,False
SEG_002503,AUD_001002,Premium Art & Culture Enthusiasts,Health & Wellness,Streaming,False
SEG_002504,AUD_001002,Core Science Enthusiasts,Technology,Local Events,False
SEG_002505,AUD_001002,Premium Fashion & Beauty Enthusiasts,Art & Culture,Career Development,False
SEG_002506,AUD_001003,Value Fitness Enthusiasts,Health & Wellness,Budget Shopping,False
SEG_002507,AUD_001003,Emerging Real Estate Enthusiasts,Art & Culture,Celebrity News,False
SEG_002508,AUD_001003,Core Travel Enthusiasts,Food & Dining,Cooking,True
SEG_002509,AUD_001004,Value Education Enthusiasts,Health & Wellness,Budget Shopping,False
SEG_002510,AUD_001004,Niche Outdoor Activities Enthusiasts,Books,Luxury Goods,True
SEG_002511,AUD_001004,Emerging Gaming Enthusiasts,Food & Dining,Celebrity News,True
SEG_002512,AUD_001004,Core Art & Culture Enthusiasts,Environment,Investment,False
SEG_002513,AUD_001005,Value Travel Enthusiasts,Education,International News,False
SEG_002514,AUD_001005,Niche Music Enthusiasts,Gaming,International News,False
SEG_002515,AUD_001005,Core Home & Garden Enthusiasts,Finance,Photography,False
SEG_002516,AUD_001006,Value Finance Enthusiasts,Science,Local Events,True
SEG_002517,AUD_001006,Emerging Business Enthusiasts,Food & Dining,Streaming,True
SEG_002518,AUD_001006,Niche Home & Garden Enthusiasts,Science,Local Events,False
SEG_002519,AUD_001007,Emerging Home & Garden Enthusiasts,Real Estate,Local Events,False
SEG_002520,AUD_001007,Emerging Fashion & Beauty Enthusiasts,Parenting,Celebrity News,True
SEG_002521,AUD_001007,Value Technology Enthusiasts,Real Estate,Photography,False
SEG_002522,AUD_001007,Value Business Enthusiasts,Books,Social Media,True
SEG_002523,AUD_001008,Premium Home & Garden Enthusiasts,Entertainment,DIY Projects,True
SEG_002524,AUD_001008,Niche Outdoor Activities Enthusiasts,Sports,Budget Shopping,True
SEG_002525,AUD_001008,Premium Fitness Enthusiasts,Technology,Social Media,False
SEG_002526,AUD_001009,Niche Gaming Enthusiasts,Health & Wellness,International News,False
SEG_002527,AUD_001009,Emerging Education Enthusiasts,Fitness,Social Causes,True
SEG_002528,AUD_001009,Premium Home & Garden Enthusiasts,Fashion & Beauty,Budget Shopping,False
SEG_002529,AUD_001010,Niche Art & Culture Enthusiasts,Finance,Streaming,True
SEG_002530,AUD_001010,Value Books Enthusiasts,Business,Career Development,True
SEG_002531,AUD_001010,Premium Sports Enthusiasts,Books,Cooking,True
SEG_002532,AUD_001011,Premium Health & Wellness Enthusiasts,Books,E-commerce,False
SEG_002533,AUD_001011,Core Gaming Enthusiasts,Parenting,Streaming,True
SEG_002534,AUD_001012,Niche Education Enthusiasts,Politics,Social Media,True
SEG_002535,AUD_001012,Niche Art & Culture Enthusiasts,Travel,Investment,True
SEG_002536,AUD_001012,Emerging Science Enthusiasts,Gaming,International News,True
SEG_002537,AUD_001013,Emerging Music Enthusiasts,Music,Career Development,True
SEG_002538,AUD_001013,Premium Home & Garden Enthusiasts,Pets,Cooking,True
SEG_002539,AUD_001013,Value Finance Enthusiasts,Entertainment,Investment,False
SEG_002540,AUD_001014,Value Technology Enthusiasts,Home & Garden,Investment,False
SEG_002541,AUD_001014,Core Finance Enthusiasts,Entertainment,Local Events,False
SEG_002542,AUD_001015,Premium Fashion & Beauty Enthusiasts,Finance,Career Development,False
SEG_002543,AUD_001015,Niche Art & Culture Enthusiasts,Parenting,Streaming,True
SEG_002544,AUD_001016,Niche Politics Enthusiasts,Education,Social Causes,False
SEG_002545,AUD_001017,Niche Technology Enthusiasts,Sports,Eco-Friendly,False
SEG_002546,AUD_001017,Core Finance Enthusiasts,Travel,E-commerce,False
SEG_002547,AUD_001017,Value Technology Enthusiasts,Finance,Investment,False
SEG_002548,AUD_001017,Premium Sports Enthusiasts,Home & Garden,Cooking,True
SEG_002549,AUD_001018,Value Pets Enthusiasts,Business,Local Events,False
SEG_002550,AUD_001018,Core Education Enthusiasts,Entertainment,E-commerce,False
SEG_002551,AUD_001019,Value Health & Wellness Enthusiasts,Sports,Social Causes,True
SEG_002552,AUD_001019,Premium Sports Enthusiasts,Fashion & Beauty,Social Causes,False
SEG_002553,AUD_001020,Niche Food & Dining Enthusiasts,Health & Wellness,Investment,True
SEG_002554,AUD_001020,Value Fashion & Beauty Enthusiasts,Home & Garden,Investment,False
SEG_002555,AUD_001020,Core Outdoor Activities Enthusiasts,Outdoor Activities,Eco-Friendly,True
SEG_002556,AUD_001020,Core Outdoor Activities Enthusiasts,Gaming,Luxury Goods,False
SEG_002557,AUD_001021,Value Fitness Enthusiasts,Business,Cooking,False
SEG_002558,AUD_001021,Value Books Enthusiasts,Technology,Celebrity News,False
SEG_002559,AUD_001021,Emerging Health & Wellness Enthusiasts,Technology,Eco-Friendly,True
SEG_002560,AUD_001021,Value Books Enthusiasts,Real Estate,Local Events,False
SEG_002561,AUD_001022,Value Fashion & Beauty Enthusiasts,Health & Wellness,Local Events,True
SEG_002562,AUD_001022,Premium Sports Enthusiasts,Pets,International News,False
SEG_002563,AUD_001023,Niche Books Enthusiasts,Fashion & Beauty,Eco-Friendly,False
SEG_002564,AUD_001024,Value Environment Enthusiasts,Sports,International News,True
SEG_002565,AUD_001024,Emerging Technology Enthusiasts,Outdoor Activities,Mobile Apps,False
SEG_002566,AUD_001025,Premium Fitness Enthusiasts,Politics,Social Media,False
SEG_002567,AUD_001025,Emerging Art & Culture Enthusiasts,Food & Dining,Celebrity News,False
SEG_002568,AUD_001025,Premium Music Enthusiasts,Gaming,Career Development,False
SEG_002569,AUD_001025,Value Environment Enthusiasts,Fitness,Social Causes,False
SEG_002570,AUD_001026,Value Sports Enthusiasts,Education,Budget Shopping,False
SEG_002571,AUD_001027,Core Pets Enthusiasts,Finance,Local Events,True
SEG_002572,AUD_001027,Value Fitness Enthusiasts,Home & Garden,Investment,False
SEG_002573,AUD_001027,Niche Travel Enthusiasts,Entertainment,DIY Projects,True
SEG_002574,AUD_001027,Premium Travel Enthusiasts,Technology,DIY Projects,False
SEG_002575,AUD_001028,Value Science Enthusiasts,Gaming,Mobile Apps,True
SEG_002576,AUD_001029,Core Technology Enthusiasts,Fitness,International News,True
SEG_002577,AUD_001030,Niche Sports Enthusiasts,Gaming,DIY Projects,False
SEG_002578,AUD_001030,Emerging Entertainment Enthusiasts,Business,Photography,True
SEG_002579,AUD_001031,Premium Entertainment Enthusiasts,Entertainment,Social Causes,False
SEG_002580,AUD_001031,Core Books Enthusiasts,Automotive,Career Development,True
SEG_002581,AUD_001031,Niche Outdoor Activities Enthusiasts,Entertainment,Celebrity News,True
SEG_002582,AUD_001031,Emerging Finance Enthusiasts,Sports,Social Causes,True
SEG_002583,AUD_001032,Value Music Enthusiasts,Environment,Photography,False
SEG_002584,AUD_001032,Niche Politics Enthusiasts,Music,Investment,True
SEG_002585,AUD_001032,Premium Science Enthusiasts,Pets,Investment,True
SEG_002586,AUD_001032,Emerging Finance Enthusiasts,Finance,E-commerce,True
SEG_002587,AUD_001033,Niche Parenting Enthusiasts,Fitness,Photography,True
SEG_002588,AUD_001033,Emerging Outdoor Activities Enthusiasts,Fashion & Beauty,Celebrity News,True
SEG_002589,AUD_001033,Emerging Business Enthusiasts,Environment,Streaming,False
SEG_002590,AUD_001034,Niche Education Enthusiasts,Health & Wellness,E-commerce,False
SEG_002591,AUD_001035,Niche Science Enthusiasts,Entertainment,Streaming,False
SEG_002592,AUD_001035,Value Entertainment Enthusiasts,Business,Photography,False
SEG_002593,AUD_001035,Value Automotive Enthusiasts,Entertainment,E-commerce,False
SEG_002594,AUD_001036,Emerging Entertainment Enthusiasts,Entertainment,Cooking,True
SEG_002595,AUD_001036,Premium Art & Culture Enthusiasts,Travel,Streaming,False
SEG_002596,AUD_001036,Niche Travel Enthusiasts,Sports,Social Causes,True
SEG_002597,AUD_001036,Emerging Real Estate Enthusiasts,Books,Celebrity News,True
SEG_002598,AUD_001037,Premium Travel Enthusiasts,Education,Mobile Apps,True
SEG_002599,AUD_001037,Premium Sports Enthusiasts,Real Estate,Photography,False
SEG_002600,AUD_001037,Niche Music Enthusiasts,Home & Garden,Mobile Apps,True
SEG_002601,AUD_001038,Value Politics Enthusiasts,Art & Culture,Celebrity News,False
SEG_002602,AUD_001038,Value Technology Enthusiasts,Art & Culture,Streaming,True
SEG_002603,AUD_001038,Emerging Environment Enthusiasts,Automotive,Luxury Goods,False
SEG_002604,AUD_001038,Premium Health & Wellness Enthusiasts,Health & Wellness,DIY Projects,True
SEG_002605,AUD_001039,Premium Automotive Enthusiasts,Real Estate,Career Development,True
SEG_002606,AUD_001040,Premium Entertainment Enthusiasts,Sports,DIY Projects,True
SEG_002607,AUD_001041,Emerging Books Enthusiasts,Finance,DIY Projects,False
SEG_002608,AUD_001042,Core Pets Enthusiasts,Art & Culture,Social Media,False
SEG_002609,AUD_001042,Emerging Fashion & Beauty Enthusiasts,Food & Dining,DIY Projects,False
SEG_002610,AUD_001043,Niche Pets Enthusiasts,Technology,Streaming,False
SEG_002611,AUD_001043,Emerging Sports Enthusiasts,Environment,Luxury Goods,True
SEG_002612,AUD_001043,Core Entertainment Enthusiasts,Real Estate,Social Media,False
SEG_002613,AUD_001044,Value Education Enthusiasts,Parenting,Photography,False
SEG_002614,AUD_001044,Core Finance Enthusiasts,Music,International News,True
SEG_002615,AUD_001044,Niche Art & Culture Enthusiasts,Books,Social Causes,True
SEG_002616,AUD_001044,Emerging Environment Enthusiasts,Entertainment,DIY Projects,True
SEG_002617,AUD_001045,Value Entertainment Enthusiasts,Travel,Investment,True
SEG_002618,AUD_001045,Premium Finance Enthusiasts,Science,Eco-Friendly,True
SEG_002619,AUD_001045,Emerging Entertainment Enthusiasts,Business,Local Events,True
SEG_002620,AUD_001045,Premium Finance Enthusiasts,Books,Social Media,True
SEG_002621,AUD_001046,Core Business Enthusiasts,Outdoor Activities,Social Causes,False
SEG_002622,AUD_001047,Niche Science Enthusiasts,Parenting,DIY Projects,True
SEG_002623,AUD_001047,Niche Science Enthusiasts,Health & Wellness,DIY Projects,True
SEG_002624,AUD_001047,Premium Home & Garden Enthusiasts,Art & Culture,Mobile Apps,False
SEG_002625,AUD_001048,Value Science Enthusiasts,Fashion & Beauty,Budget Shopping,True
SEG_002626,AUD_001049,Value Books Enthusiasts,Entertainment,Photography,True
SEG_002627,AUD_001049,Niche Music Enthusiasts,Health & Wellness,DIY Projects,True
SEG_002628,AUD_001049,Emerging Politics Enthusiasts,Technology,Photography,True
SEG_002629,AUD_001050,Value Parenting Enthusiasts,Home & Garden,Luxury Goods,False
SEG_002630,AUD_001050,Niche Science Enthusiasts,Entertainment,Mobile Apps,True
SEG_002631,AUD_001050,Niche Business Enthusiasts,Technology,Budget Shopping,False
SEG_002632,AUD_001051,Niche Science Enthusiasts,Art & Culture,Celebrity News,False
SEG_002633,AUD_001051,Core Home & Garden Enthusiasts,Home & Garden,Celebrity News,True
SEG_002634,AUD_001051,Niche Business Enthusiasts,Music,Investment,True
SEG_002635,AUD_001051,Core Art & Culture Enthusiasts,Books,Eco-Friendly,False
SEG_002636,AUD_001052,Niche Music Enthusiasts,Entertainment,Streaming,False
SEG_002637,AUD_001053,Value Art & Culture Enthusiasts,Pets,International News,True
SEG_002638,AUD_001054,Premium Health & Wellness Enthusiasts,Sports,Celebrity News,True
SEG_002639,AUD_001055,Niche Sports Enthusiasts,Food & Dining,Career Development,False
SEG_002640,AUD_001055,Value Outdoor Activities Enthusiasts,Books,Eco-Friendly,False
SEG_002641,AUD_001056,Premium Music Enthusiasts,Fitness,Social Media,False
SEG_002642,AUD_001056,Premium Politics Enthusiasts,Technology,Mobile Apps,False
SEG_002643,AUD_001056,Niche Entertainment Enthusiasts,Fashion & Beauty,DIY Projects,False
SEG_002644,AUD_001057,Premium Business Enthusiasts,Sports,E-commerce,False
SEG_002645,AUD_001057,Core Food & Dining Enthusiasts,Outdoor Activities,DIY Projects,False
SEG_002646,AUD_001058,Niche Pets Enthusiasts,Politics,Career Development,False
SEG_002647,AUD_001058,Emerging Environment Enthusiasts,Fitness,Celebrity News,True
SEG_002648,AUD_001058,Value Science Enthusiasts,Music,Streaming,False
SEG_002649,AUD_001058,Core Pets Enthusiasts,Music,Celebrity News,False
SEG_002650,AUD_001059,Value Education Enthusiasts,Outdoor Activities,Investment,False
SEG_002651,AUD_001060,Emerging Education Enthusiasts,Home & Garden,Local Events,False
SEG_002652,AUD_001060,Premium Outdoor Activities Enthusiasts,Books,International News,True
SEG_002653,AUD_001061,Core Automotive Enthusiasts,Politics,Social Media,True
SEG_002654,AUD_001062,Core Real Estate Enthusiasts,Finance,Eco-Friendly,False
SEG_002655,AUD_001062,Niche Business Enthusiasts,Music,Social Media,True
SEG_002656,AUD_001062,Niche Fashion & Beauty Enthusiasts,Pets,E-commerce,False
SEG_002657,AUD_001062,Core Automotive Enthusiasts,Pets,Cooking,False
SEG_002658,AUD_001063,Emerging Travel Enthusiasts,Parenting,Investment,False
SEG_002659,AUD_001063,Premium Art & Culture Enthusiasts,Outdoor Activities,Career Development,False
SEG_002660,AUD_001063,Core Parenting Enthusiasts,Politics,Photography,True
SEG_002661,AUD_001063,Core Books Enthusiasts,Real Estate,DIY Projects,False
SEG_002662,AUD_001064,Niche Pets Enthusiasts,Fashion & Beauty,Local Events,False
SEG_002663,AUD_001064,Emerging Fashion & Beauty Enthusiasts,Business,Celebrity News,False
SEG_002664,AUD_001064,Premium Education Enthusiasts,Entertainment,DIY Projects,True
SEG_002665,AUD_001065,Core Sports Enthusiasts,Outdoor Activities,Budget Shopping,False
SEG_002666,AUD_001065,Core Finance Enthusiasts,Pets,Budget Shopping,True
SEG_002667,AUD_001066,Emerging Pets Enthusiasts,Automotive,Cooking,True
SEG_002668,AUD_001066,Value Fashion & Beauty Enthusiasts,Pets,Investment,True
SEG_002669,AUD_001067,Core Finance Enthusiasts,Environment,Career Development,False
SEG_002670,AUD_001067,Emerging Books Enthusiasts,Food & Dining,Cooking,False
SEG_002671,AUD_001067,Value Fashion & Beauty Enthusiasts,Sports,E-commerce,False
SEG_002672,AUD_001068,Premium Fashion & Beauty Enthusiasts,Health & Wellness,Budget Shopping,False
SEG_002673,AUD_001069,Core Food & Dining Enthusiasts,Real Estate,Cooking,True
SEG_002674,AUD_001069,Premium Gaming Enthusiasts,Music,International News,True
SEG_002675,AUD_001069,Niche Automotive Enthusiasts,Real Estate,Investment,False
SEG_002676,AUD_001069,Niche Environment Enthusiasts,Finance,Mobile Apps,False
SEG_002677,AUD_001070,Niche Fitness Enthusiasts,Books,Luxury Goods,True
SEG_002678,AUD_001071,Value Art & Culture Enthusiasts,Politics,Budget Shopping,True
SEG_002679,AUD_001071,Premium Politics Enthusiasts,Health & Wellness,Mobile Apps,False
SEG_002680,AUD_001071,Premium Technology Enthusiasts,Home & Garden,Local Events,False
SEG_002681,AUD_001071,Emerging Automotive Enthusiasts,Sports,Budget Shopping,False
SEG_002682,AUD_001072,Emerging Environment Enthusiasts,Education,Mobile Apps,False
SEG_002683,AUD_001072,Emerging Entertainment Enthusiasts,Finance,Budget Shopping,False
SEG_002684,AUD_001072,Value Sports Enthusiasts,Food & Dining,Photography,False
SEG_002685,AUD_001072,Niche Business Enthusiasts,Art & Culture,Social Media,True
SEG_002686,AUD_001073,Core Entertainment Enthusiasts,Entertainment,Celebrity News,True
SEG_002687,AUD_001073,Niche Fashion & Beauty Enthusiasts,Education,Career Development,True
SEG_002688,AUD_001073,Emerging Outdoor Activities Enthusiasts,Fashion & Beauty,Local Events,False
SEG_002689,AUD_001074,Core Music Enthusiasts,Finance,International News,False
SEG_002690,AUD_001074,Emerging Business Enthusiasts,Home & Garden,Mobile Apps,False
SEG_002691,AUD_001074,Value Food & Dining Enthusiasts,Home & Garden,Career Development,False
SEG_002692,AUD_001075,Core Travel Enthusiasts,Sports,International News,False
SEG_002693,AUD_001076,Value Food & Dining Enthusiasts,Entertainment,Budget Shopping,True
SEG_002694,AUD_001076,Value Music Enthusiasts,Sports,Celebrity News,True
SEG_002695,AUD_001076,Premium Science Enthusiasts,Fitness,Career Development,True
SEG_002696,AUD_001077,Core Entertainment Enthusiasts,Art & Culture,Local Events,True
SEG_002697,AUD_001077,Niche Gaming Enthusiasts,Pets,Photography,False
SEG_002698,AUD_001077,Niche Education Enthusiasts,Entertainment,Celebrity News,False
SEG_002699,AUD_001077,Value Environment Enthusiasts,Gaming,Social Causes,False
SEG_002700,AUD_001078,Core Food & Dining Enthusiasts,Parenting,Photography,False
SEG_002701,AUD_001079,Niche Travel Enthusiasts,Outdoor Activities,Eco-Friendly,True
SEG_002702,AUD_001079,Emerging Technology Enthusiasts,Parenting,Budget Shopping,False
SEG_002703,AUD_001079,Emerging Business Enthusiasts,Travel,Local Events,False
SEG_002704,AUD_001080,Emerging Automotive Enthusiasts,Fitness,Career Development,False
SEG_002705,AUD_001080,Value Gaming Enthusiasts,Sports,International News,False
SEG_002706,AUD_001080,Niche Books Enthusiasts,Books,International News,True
SEG_002707,AUD_001080,Core Food & Dining Enthusiasts,Gaming,International News,False
SEG_002708,AUD_001081,Emerging Finance Enthusiasts,Business,Investment,True
SEG_002709,AUD_001081,Emerging Home & Garden Enthusiasts,Fitness,Luxury Goods,True
SEG_002710,AUD_001082,Premium Parenting Enthusiasts,Health & Wellness,Mobile Apps,True
SEG_002711,AUD_001082,Premium Science Enthusiasts,Health & Wellness,Career Development,True
SEG_002712,AUD_001083,Premium Parenting Enthusiasts,Fitness,Celebrity News,True
SEG_002713,AUD_001083,Emerging Entertainment Enthusiasts,Fitness,Social Media,True
SEG_002714,AUD_001083,Premium Finance Enthusiasts,Pets,Mobile Apps,True
SEG_002715,AUD_001083,Emerging Environment Enthusiasts,Travel,Photography,True
SEG_002716,AUD_001084,Core Science Enthusiasts,Finance,Mobile Apps,False
SEG_002717,AUD_001085,Emerging Books Enthusiasts,Home & Garden,Social Media,True
SEG_002718,AUD_001085,Premium Parenting Enthusiasts,Real Estate,DIY Projects,False
SEG_002719,AUD_001086,Core Health & Wellness Enthusiasts,Finance,Local Events,False
SEG_002720,AUD_001086,Core Travel Enthusiasts,Books,Social Media,False
SEG_002721,AUD_001086,Core Entertainment Enthusiasts,Real Estate,Streaming,True
SEG_002722,AUD_001086,Emerging Home & Garden Enthusiasts,Health & Wellness,Streaming,True
SEG_002723,AUD_001087,Core Politics Enthusiasts,Art & Culture,Local Events,False
SEG_002724,AUD_001087,Premium Business Enthusiasts,Real Estate,Luxury Goods,True
SEG_002725,AUD_001087,Premium Technology Enthusiasts,Pets,Photography,False
SEG_002726,AUD_001088,Niche Fashion & Beauty Enthusiasts,Pets,Career Development,False
SEG_002727,AUD_001088,Value Food & Dining Enthusiasts,Science,Eco-Friendly,False
SEG_002728,AUD_001089,Emerging Entertainment Enthusiasts,Politics,International News,False
SEG_002729,AUD_001089,Emerging Books Enthusiasts,Parenting,International News,False
SEG_002730,AUD_001089,Niche Gaming Enthusiasts,Outdoor Activities,Celebrity News,False
SEG_002731,AUD_001090,Emerging Politics Enthusiasts,Science,Cooking,True
SEG_002732,AUD_001090,Niche Books Enthusiasts,Food & Dining,Budget Shopping,True
SEG_002733,AUD_001090,Value Travel Enthusiasts,Outdoor Activities,E-commerce,True
SEG_002734,AUD_001090,Value Finance Enthusiasts,Parenting,Investment,False
SEG_002735,AUD_001091,Core Fashion & Beauty Enthusiasts,Education,International News,False
SEG_002736,AUD_001092,Premium Automotive Enthusiasts,Health & Wellness,Mobile Apps,False
SEG_002737,AUD_001092,Value Parenting Enthusiasts,Music,DIY Projects,True
SEG_002738,AUD_001092,Value Books Enthusiasts,Health & Wellness,Luxury Goods,True
SEG_002739,AUD_001093,Core Pets Enthusiasts,Food & Dining,Eco-Friendly,True
SEG_002740,AUD_001093,Niche Fitness Enthusiasts,Pets,Eco-Friendly,False
SEG_002741,AUD_001093,Emerging Real Estate Enthusiasts,Fashion & Beauty,Luxury Goods,True
SEG_002742,AUD_001094,Core Outdoor Activities Enthusiasts,Real Estate,Budget Shopping,False
SEG_002743,AUD_001095,Value Pets Enthusiasts,Art & Culture,Mobile Apps,True
SEG_002744,AUD_001095,Value Gaming Enthusiasts,Travel,Photography,True
SEG_002745,AUD_001095,Core Books Enthusiasts,Fashion & Beauty,Photography,True
SEG_002746,AUD_001096,Core Fashion & Beauty Enthusiasts,Books,DIY Projects,True
SEG_002747,AUD_001096,Niche Home & Garden Enthusiasts,Real Estate,Eco-Friendly,True
SEG_002748,AUD_001097,Niche Sports Enthusiasts,Real Estate,Social Media,False
SEG_002749,AUD_001097,Value Politics Enthusiasts,Education,Cooking,True
SEG_002750,AUD_001098,Core Technology Enthusiasts,Real Estate,Budget Shopping,False
SEG_002751,AUD_001098,Niche Food & Dining Enthusiasts,Parenting,DIY Projects,True
SEG_002752,AUD_001099,Emerging Technology Enthusiasts,Sports,International News,True
SEG_002753,AUD_001099,Core Health & Wellness Enthusiasts,Music,Eco-Friendly,False
SEG_002754,AUD_001099,Niche Fitness Enthusiasts,Health & Wellness,Streaming,False
SEG_002755,AUD_001100,Core Travel Enthusiasts,Health & Wellness,Cooking,False
SEG_002756,AUD_001100,Niche Home & Garden Enthusiasts,Health & Wellness,Cooking,True
SEG_002757,AUD_001101,Premium Politics Enthusiasts,Education,Photography,False
SEG_002758,AUD_001102,Emerging Politics Enthusiasts,Finance,E-commerce,True
SEG_002759,AUD_001103,Emerging Music Enthusiasts,Music,Career Development,False
SEG_002760,AUD_001104,Emerging Gaming Enthusiasts,Food & Dining,DIY Projects,False
SEG_002761,AUD_001104,Emerging Home & Garden Enthusiasts,Music,Budget Shopping,True
SEG_002762,AUD_001105,Core Fitness Enthusiasts,Entertainment,E-commerce,True
SEG_002763,AUD_001105,Value Pets Enthusiasts,Business,Mobile Apps,False
SEG_002764,AUD_001106,Premium Education Enthusiasts,Home & Garden,International News,True
SEG_002765,AUD_001106,Niche Travel Enthusiasts,Music,Local Events,False
SEG_002766,AUD_001106,Premium Science Enthusiasts,Environment,Mobile Apps,True
SEG_002767,AUD_001106,Premium Food & Dining Enthusiasts,Business,E-commerce,False
SEG_002768,AUD_001107,Emerging Pets Enthusiasts,Politics,International News,False
SEG_002769,AUD_001107,Emerging Technology Enthusiasts,Gaming,DIY Projects,True
SEG_002770,AUD_001108,Niche Pets Enthusiasts,Fashion & Beauty,Social Causes,False
SEG_002771,AUD_001108,Value Fashion & Beauty Enthusiasts,Automotive,Social Causes,False
SEG_002772,AUD_001109,Value Art & Culture Enthusiasts,Sports,DIY Projects,False
SEG_002773,AUD_001109,Emerging Environment Enthusiasts,Automotive,E-commerce,True
SEG_002774,AUD_001109,Niche Real Estate Enthusiasts,Home & Garden,Photography,True
SEG_002775,AUD_001109,Premium Real Estate Enthusiasts,Art & Culture,Budget Shopping,False
SEG_002776,AUD_001110,Core Automotive Enthusiasts,Science,Luxury Goods,True
SEG_002777,AUD_001110,Value Parenting Enthusiasts,Pets,Local Events,False
SEG_002778,AUD_001110,Emerging Education Enthusiasts,Gaming,DIY Projects,True
SEG_002779,AUD_001110,Emerging Pets Enthusiasts,Books,E-commerce,True
SEG_002780,AUD_001111,Premium Outdoor Activities Enthusiasts,Automotive,Investment,True
SEG_002781,AUD_001111,Core Pets Enthusiasts,Pets,DIY Projects,True
SEG_002782,AUD_001111,Core Automotive Enthusiasts,Books,Budget Shopping,True
SEG_002783,AUD_001111,Emerging Health & Wellness Enthusiasts,Real Estate,Eco-Friendly,False
SEG_002784,AUD_001112,Niche Fitness Enthusiasts,Outdoor Activities,Cooking,True
SEG_002785,AUD_001112,Value Health & Wellness Enthusiasts,Music,International News,False
SEG_002786,AUD_001113,Premium Automotive Enthusiasts,Food & Dining,Career Development,True
SEG_002787,AUD_001113,Niche Fashion & Beauty Enthusiasts,Business,DIY Projects,False
SEG_002788,AUD_001113,Value Parenting Enthusiasts,Politics,Mobile Apps,True
SEG_002789,AUD_001113,Value Pets Enthusiasts,Sports,Streaming,True
SEG_002790,AUD_001114,Emerging Entertainment Enthusiasts,Technology,Local Events,True
